ID;Sigla;Nome;Palavra-chave;Método;Complemento;Região do corpo;Incidência;Material
5088;PALPEBRAOE;Oftalmologia, diagnóstico microbiológico, pálpebra de olho esquerdo;Oftalmologia;;diagnóstico microbiológico;pálpebra de olho esquerdo;;
5089;PALPEBRAAO;Oftalmologia, diagnóstico microbiológico, pálpebras de ambos os olhos;Oftalmologia;;diagnóstico microbiológico;pálpebras de ambos os olhos;;
5090;CONJOD;Oftalmologia, diagnóstico microbiológico, conjuntiva de olho direito;Oftalmologia;;diagnóstico microbiológico;conjuntiva de olho direito;;
5091;CONJOE;Oftalmologia, diagnóstico microbiológico, conjuntiva de olho esquerdo;Oftalmologia;;diagnóstico microbiológico;conjuntiva de olho esquerdo;;
5092;CONJAO;Oftalmologia, diagnóstico microbiológico, conjuntiva de ambos os olhos;Oftalmologia;;diagnóstico microbiológico;conjuntiva de ambos os olhos;;
5093;GTTTEMPO;Glicose, teste de tolerância em tempos, plasma;Glicose;;teste de tolerância em tempos;;;plasma
5094;INSTEMPO;Insulina, teste de tolerância em tempos, soro;Insulina;;teste de tolerância em tempos;;;soro
5095;FSHTEMPO;Hormônio Folículo Estimulante, dosagem em tempos, soro;Hormônio Folículo Estimulante;;dosagem em tempos;;;soro
5096;LHTEMPO;Hormônio Luteinizante, dosagem em tempos, soro;Hormônio Luteinizante;;dosagem em tempos;;;soro
5099;TSHTEMPO;Hormônio Tireoestimulante, dosagem em tempos, soro;Hormônio Tireoestimulante;;dosagem em tempos;;;soro
5100;VITD125TE;1,25 Dihidroxi vitamina D, soro;1,25 Dihidroxi vitamina D;;;;;soro
5101;AACARDIOATE;Cardiolipina, Anticorpo IgA, soro;Cardiolipina;;Anticorpo IgA;;;soro
5102;SIDEROTE;Ferro, Capacidade Total de Ligação, soro;Ferro;;Capacidade Total de Ligação;;;soro
5103;TRANSFETE;Transferrina, grau de saturação, soro;Transferrina;;grau de saturação;;;soro
5106;BIOTINEOTE;Biotinidase, neonatal, teste do pezinho, sangue periférico;Biotinidase;;neonatal, teste do pezinho;;;sangue periférico
5107;CHAGASNEOTE;Chagas neonatal, teste do pézinho, sangue periférico;Chagas neonatal;;teste do pézinho;;;sangue periférico
5108;CITOMENEOTE;Citomegalovírus IgM, neonatal, teste do pezinho, sangue periférico;Citomegalovírus IgM;;neonatal, teste do pezinho;;;sangue periférico
5109;CROMACNEOTE;Cromatografia de aminoácidos, neonatal, teste do pezinho, sangue periférico;Cromatografia de aminoácidos;;neonatal, teste do pezinho;;;sangue periférico
5114;FENILANEOTE;Fenilalanina, neonatal, sangue periférico;Fenilalanina;;neonatal;;;sangue periférico
5115;FIBRONEOTE;Fibrose cística, neonatal, teste do pezinho, sangue periférico;Fibrose cística;;neonatal, teste do pezinho;;;sangue periférico
5118;G6PDNEOTE;Glicose 6 Fosfato Desidrogenase, neonatal, teste do pezinho, sangue periférico;Glicose 6 Fosfato Desidrogenase;;neonatal, teste do pezinho;;;sangue periférico
5119;HGBNEOTE;Hemoglobinopatias, neonatal, sangue periférico;Hemoglobinopatias;;neonatal;;;sangue periférico
5120;HEXANOTE;2,5-hexanodiona, por Cromatografia gasosa, urina;2,5-hexanodiona;;por Cromatografia gasosa;;;urina
5121;HIVNEOTE;HIV, neonatal, teste do pezinho, sangue periférico;HIV;;neonatal, teste do pezinho;;;sangue periférico
5123;GALACNEOTE;Galactosemia, neonatal, sangue periférico;Galactosemia;;neonatal;;;sangue periférico
5126;T4NEOTE;T4, neonatal, sangue periférico;T4;;neonatal;;;sangue periférico
5130;TSHNEOTE;Hormônio Tireoestimulante, neonatal, teste do pezinho, sangue periférico;Hormônio Tireoestimulante;;neonatal, teste do pezinho;;;sangue periférico
5131;RUBNEOTE;Rubéola, neonatal, sangue periférico;Rubéola;;neonatal;;;sangue periférico
5132;SIFILISNEOTE;Sífilis congênita, neonatal, sangue periférico;Sífilis congênita;;neonatal;;;sangue periférico
5133;TOXONEOTE;Toxoplasma gondii, neonatal, teste do pezinho, sangue periférico;Toxoplasma gondii;;neonatal, teste do pezinho;;;sangue periférico
5134;HPYLORIAPTE;Helicobacter pylori, pesquisa em biópsias, fragmento de tecido;Helicobacter pylori;;pesquisa em biópsias;;;fragmento de tecido
5136;AATPOTE;Tiroperoxidase, anticorpos por eletroquimioluminescência, soro;Tiroperoxidase;;anticorpos por eletroquimioluminescência;;;soro
5138;FSHTE;Hormônio Folículo Estimulante, por eletroquimioluminescência, soro;Hormônio Folículo Estimulante;;por eletroquimioluminescência;;;soro
5139;LHTE;Hormônio Luteinizante, por eletroquimioluminescência, soro;Hormônio Luteinizante;;por eletroquimioluminescência;;;soro
5140;PRLTE;Prolactina, por eletroquimioluminescência, soro;Prolactina;;por eletroquimioluminescência;;;soro
5143;T3TE;T3, por eletroquimioluminescência, soro;T3;;por eletroquimioluminescência;;;soro
5145;T4TE;T4, por eletroquimioluminescência, soro;T4;;por eletroquimioluminescência;;;soro
5146;T4LTE;T4 livre, por eletroquimioluminescência, soro;T4 livre;;por eletroquimioluminescência;;;soro
5147;17ALFANEOTE;17 Alfa-hidroxi-progesterona, neonatal, teste do pezinho, sangue periférico;17 Alfa-hidroxi-progesterona;;neonatal, teste do pezinho;;;sangue periférico
5152;MACROCK;Macrocreatinoquinase, pesquisa, soro;Macrocreatinoquinase;;pesquisa;;;soro
5154;CORTTEMPO;Cortisol, dosagem em tempos, soro;Cortisol;;dosagem em tempos;;;soro
5155;GHTEMPO;Hormônio de Crescimento, dosagem em tempos, soro;Hormônio de Crescimento;;dosagem em tempos;;;soro
5157;RASTD70;IgE Específico, d70 - Acarus siro, soro;IgE Específico;;d70 - Acarus siro;;;soro
5160;RASTF59;IgE Específico, f59 - polvo, soro;IgE Específico;;f59 - polvo;;;soro
5161;RASTGX1;IgE Específico, GX1, para gramíneas, soro;IgE Específico;;GX1, para gramíneas;;;soro
5164;CLAPNEG;Chlamydophila pneumoniae, Anticorpo IgG, soro;Chlamydophila pneumoniae;;Anticorpo IgG;;;soro
5165;CLAPNEM;Chlamydophila pneumoniae, Anticorpo IgM, soro;Chlamydophila pneumoniae;;Anticorpo IgM;;;soro
5166;DIRLTE;Leucócitos, pesquisa, fezes;Leucócitos;;pesquisa;;;fezes
5167;DIRHTE;Hemácias, pesquisa, fezes;Hemácias;;pesquisa;;;fezes
5168;FUNGOTE;Leveduras, pesquisa de, para regionais, fezes;Leveduras;;pesquisa de, para regionais;;;fezes
5169;WFGTE;Cultura, para Fungos simplificada, Vários Materiais;Cultura;;para Fungos simplificada;;;
5170;WBKTE;Cultura, para Micobactérias simplificada, Vários Materiais;Cultura;;para Micobactérias simplificada;;;
5171;BKXTE;BK, pesquisa simplificada, Vários Materiais;BK;;pesquisa simplificada;;;
5172;RASTMX2;IgE Específico, mx2 - fungos, soro;IgE Específico;;mx2 - fungos;;;soro
5174;LATEXTE;Fator reumatóide (Waaler rose), latex, soro;Fator reumatóide (Waaler rose);;latex;;;soro
5179;VCHPV2;Vacina bivalente, contra Papilomavirus Humano;Vacina bivalente;;contra Papilomavirus Humano;;;
5180;CONSGER;Consulta, com geriatra;Consulta;;com geriatra;;;
5181;CONSRETGER;Consulta, de retorno com geriatra;Consulta;;de retorno com geriatra;;;
5182;CONSFISIO;Avaliação, com fisioterapia;Avaliação;;com fisioterapia;;;
5183;CONSNEUPSI;Avaliação, com neuropsicólogo;Avaliação;;com neuropsicólogo;;;
5186;WHEMOANP;Hemocultura, para microrganismos anaeróbios, Vários Materiais;Hemocultura;;para microrganismos anaeróbios;;;
5187;WHEMOAEP;Hemocultura, para microrganismos aeróbios, Vários Materiais;Hemocultura;;para microrganismos aeróbios;;;
5189;BIOP;Biópsia de medula óssea, taxa domiciliar;Biópsia de medula óssea;;taxa domiciliar;;;
5190;BIOPB;Biópsia de medula óssea bilateral, taxa domiciliar;Biópsia de medula óssea bilateral;;taxa domiciliar;;;
5191;COLD;Curvas, taxa domiciliar;Curvas;;taxa domiciliar;;;
5192;REFPRET;Amostra biológica aguardando resolução, refrigerada;Amostra biológica aguardando resolução;;refrigerada;;;
5193;CONGPRET;Amostra biológica aguardando resolução, congelada;Amostra biológica aguardando resolução;;congelada;;;
5194;WFEZESTE;Cultura, especial, fezes;Cultura;;especial;;;fezes
5195;WUR1JTE;Cultura, especial, urina primeiro jato;Cultura de urina;;especial;;;urina primeiro jato
5196;WURTE;Cultura de urina, especial, Vários Materiais;Cultura de urina;;especial;;;
5197;WESPERTE;Cultura, especial, esperma;Cultura;;especial;;;esperma
5198;DHATE;Dehidroepiandrosterona, regionais, soro;Dehidroepiandrosterona;;regionais;;;soro
5205;AA21OH;21 Hidroxilase Enzima, anticorpo, soro;21 Hidroxilase Enzima;;anticorpo;;;soro
5207;17ALFAHPTE;17 Alfa-hidroxi-progesterona, regionais, soro;17 Alfa-hidroxi-progesterona;;regionais;;;soro
5208;PFA100;Função plaquetária, Avaliação, sangue total;Função plaquetária;;Avaliação;;;sangue total
5209;HLAC;HLA C, Teste de histocompatibilidade de média resolução, sangue total;HLA C;;Teste de histocompatibilidade de média resolução;;;sangue total
5212;RMHEMOCROMATOSE;Ressonância magnética, Hemocromatose;;Ressonância magnética;Hemocromatose;;;
5214;WANAEROTE;Cultura para anaeróbios, especial, Vários Materiais;Cultura para anaeróbios;;especial;;;
5215;DEMODEX;Demodex sp, pesquisa de, raspado lesão cutânea;Demodex sp;;pesquisa de;;;raspado lesão cutânea
5216;MIOGTE;Mioglobina, sangue total;Mioglobina;;;;;sangue total
5223;RADIOSC;Radioscopia;;Radioscopia;;;;
5225;LDLTE;Colesterol, Fração LDL, soro;LDL Colesterol;;Fração LDL;;;soro
5229;EEGPV;Eletrencefalograma, prolongado com vídeo de 12 horas;;Eletrencefalograma;prolongado com vídeo de 12 horas;;;
5230;HLAB51;HLA-B51, Pesquisa do alelo, sangue total;HLA-B51;;Pesquisa do alelo;;;sangue total
5234;SUBLINFO;Subpopulações linfocitárias, sangue total;Subpopulações linfocitárias;;;;;sangue total
5235;VLDLTE;Colesterol, fração VLDL, soro;Colesterol;;fração VLDL;;;soro
5236;TGTE;Tiroglobulina, simplificada, soro;Tiroglobulina;;simplificada;;;soro
5238;IMUELETE;Imunoeletroforese, simplificado, soro;Imunoeletroforese;;simplificado;;;soro
5239;INSTE;Insulina, simplificada, soro;Insulina;;simplificada;;;soro
5240;INSPPTE;Insulina, pós prandial, simplificada, soro;Insulina;;pós prandial, simplificada;;;soro
5241;GLICPSTE;Glicose, após sobrecarga, para regionais, plasma (fluoreto);Glicose;;após sobrecarga, para regionais;;;plasma (fluoreto)
5242;BAERMAN;Parasitológico, método Baermann, fezes;Parasitológico;;método Baermann;;;fezes
5243;PARASITOTE;Parasitológico, Ritchie modificado, fezes;Parasitológico;;Ritchie modificado;;;fezes
5244;PFTIROTE;Função tiroideana, Prova de, soro;Função tiroideana;;Prova de;;;soro
5245;CHAGASTE;Chagas, por ELISA, para regionais, soro;Chagas;;por ELISA, para regionais;;;soro
5247;DIRPROTE;Protozoários, exame direto, fezes;Protozoários;;exame direto;;;fezes
5249;17ALFAHPTEMPO;17 Hidroxi-progesterona, dosagem em tempos, soro;17 Hidroxi-progesterona;;dosagem em tempos;;;soro
5251;DHATEMPO;Dehidroepiandrosterona, dosagem em tempos, soro;Dehidroepiandrosterona;;dosagem em tempos;;;soro
5252;RASTH2;IgE Específico, h2 - pó doméstico Hollister, soro;IgE Específico;;h2 - pó doméstico Hollister;;;soro
5259;TCENTERO;Enterografia, por Tomografia computadorizada;;Enterografia;por Tomografia computadorizada;;;
5260;CONSRETNUTREL;Consulta com nutricionista, retorno, por telefone;Consulta com nutricionista;;retorno, por telefone;;;
5261;CONSFITRETEL;Consulta Fitness, retorno, por telefone;Consulta Fitness;;retorno, por telefone;;;
5262;ECOCAROTCONV;Ecocardiograma, com Doppler convencional, carótidas;;Ecocardiograma;com Doppler convencional;carótidas;;
5263;ECOVERTCONV;Ecocardiograma, com Doppler convencional, vertebrais;;Ecocardiograma;com Doppler convencional;vertebrais;;
5264;USTIRDOP;Ultrassonografia, com Doppler, tiroide;;Ultrassonografia;com Doppler;tiroide;;
5265;USTIRDOPCONV;Ultrassonografia, com Doppler convencional, tiroide;;Ultrassonografia;com Doppler convencional;tiroide;;
5267;USTIR;Ultrassonografia, tiroide;;Ultrassonografia;;tiroide;;
5269;USABDTOT;Ultrassonografia, com Doppler, abdome total;;Ultrassonografia;com Doppler;abdome total;;
5270;USAOILFECONV;Ultrassonografia, convencional, aorta e ilíacas;;Ultrassonografia;convencional;aorta e ilíacas;;
5271;USMIDOPACONV;Ultrassonografia, com Doppler convencional, arterial de membro inferior;;Ultrassonografia;com Doppler convencional;arterial de membro inferior;;
5272;USMSDOPACONV;Ultrassonografia, com Doppler convencional, arterial de membro superior;;Ultrassonografia;com Doppler convencional;arterial de membro superior;;
5273;USMISDOACONV;Ultrassonografia, com Doppler convencional, arterial de membros inferiores;;Ultrassonografia;com Doppler convencional;arterial de membros inferiores;;
5274;USMSSDOACONV;Ultrassonografia, com Doppler convencional, arterial de membros superiores;;Ultrassonografia;com Doppler convencional;arterial de membros superiores;;
5275;USMIDOPVCONV;Ultrassonografia, com Doppler convencional, venoso de membro inferior;;Ultrassonografia;com Doppler convencional;venoso de membro inferior;;
5276;USMSDOPVCONV;Ultrassonografia, com Doppler convencional, venoso de membro superior;;Ultrassonografia;com Doppler convencional;venoso de membro superior;;
5279;USABSUPDCONV;Ultrassonografia, com Doppler convencional, abdomen superior;;Ultrassonografia;com Doppler convencional;abdomen superior;;
5280;USCRACDCONV;Ultrassonografia, com Doppler convencional, crânio de criança;;Ultrassonografia;com Doppler convencional;crânio de criança;;
5281;USPARMOLDCONV;Ultrassonografia, com Doppler convencional, das partes moles;;Ultrassonografia;com Doppler convencional;das partes moles;;
5282;USVAGDCONV;Ultrassonografia, com Doppler convencional, endovaginal;;Ultrassonografia;com Doppler convencional;endovaginal;;
5283;USESCRDCONV;Ultrassonografia, com Doppler convencional, escrotal;;Ultrassonografia;com Doppler convencional;escrotal;;
5284;USMAMASDCONV;Ultrassonografia, com Doppler convencional, de mamas;;Ultrassonografia;com Doppler convencional;de mamas;;
5285;USMAMASHDCONV;Ultrassonografia, com Doppler convencional, de mamas, masculina;;Ultrassonografia;com Doppler convencional;de mamas, masculina;;
5286;USPELDOFCONV;Ultrassonografia, com Doppler convencional, pelve feminina;;Ultrassonografia;com Doppler convencional;pelve feminina;;
5288;USPESCDCONV;Ultrassonografia, com Doppler convencional, de pescoço;;Ultrassonografia;com Doppler convencional;de pescoço;;
5290;USRETDCONV;Ultrassonografia, com Doppler convencional, transretal;;Ultrassonografia;com Doppler convencional;transretal;;
5291;USTRURFDCONV;Ultrassonografia, com Doppler convencional, trato urinário feminino;;Ultrassonografia;com Doppler convencional;trato urinário feminino;;
5292;USTRURMDCONV;Ultrassonografia, com Doppler convencional, trato urinário masculino;;Ultrassonografia;com Doppler convencional;trato urinário masculino;;
5293;USING;Ultrassonografia, inguinal;;Ultrassonografia;;inguinal;;
5294;USPAREDE;Ultrassonografia, parede abdominal;;Ultrassonografia;;parede abdominal;;
5295;USQUAINF;Ultrassonografia, quadril infantil;;Ultrassonografia;;quadril infantil;;
5296;USVCILFECONV;Ultrassonografia, convencional, veia cava e ilíacas;;Ultrassonografia;convencional;veia cava e ilíacas;;
5297;USHIPOC;Ultrassonografia, hipocôndrio;;Ultrassonografia;;hipocôndrio;;
5299;USRETRO;Ultrassonografia, retroperitônio;;Ultrassonografia;;retroperitônio;;
5302;MFUSGMORF;Ultrassonografia, morfológica;;Ultrassonografia;morfológica;;;
5303;USGESTARCONV;Ultrassonografia obstétrica, com Doppler convencional;;Ultrassonografia obstétrica;com Doppler convencional;;;
5309;EVEROLIM;Everolimus, dosagem, sangue total;Everolimus;;dosagem;;;sangue total
5310;ESFINGOMIN;Esfingomielinase, nos leucócitos, sangue total;Esfingomielinase;;nos leucócitos;;;sangue total
5311;LHPED;Hormônio Luteinizante, pediátrico, soro;Hormônio Luteinizante;;pediátrico;;;soro
5312;PETCTCARD;Tomografia por emissão de pósitrons, para pesquisa de viabilidade miocárdica;;Tomografia por emissão de pósitrons;para pesquisa de viabilidade miocárdica;;;
5313;PETCTONCO;Tomografia por emissão de pósitrons, com fusão de imagens por tomografia;;Tomografia por emissão de pósitrons;com fusão de imagens por tomografia;;;
5314;PETCTCER;Tomografia por emissão de pósitrons cerebral, com associação à tomografia;;Tomografia por emissão de pósitrons cerebral;com associação à tomografia;;;
5316;AAPARANEO;Paraneoplásicos, Painel de autoanticorpos, soro;Paraneoplásicos;;Painel de autoanticorpos;;;soro
5317;FISHLLA;LLA, Hibridação in situ por fluorescência, Vários Materiais;LLA;;Hibridação in situ por fluorescência;;;
5318;TRIGPP;Triglicérides, pós prandial, soro;Triglicérides;;pós prandial;;;soro
5321;FISHSYT;SYT, sarcoma sinovial, Hibridação in situ por fluorescência;SYT, sarcoma sinovial;;Hibridação in situ por fluorescência;;;
5322;FISHFKHR;FKHR, PFKHR, Rabdomiossarcoma alveolar, Hibridação in situ por fluorescência;FKHR, PFKHR, Rabdomiossarcoma alveolar;;Hibridação in situ por fluorescência;;;
5323;FISHEWS;EWS, EWING/PNET, Hibridação in situ por fluorescência;EWS, EWING/PNET;;Hibridação in situ por fluorescência;;;
5325;MAMOTORM;Biopsia de mama, dirigida por ressonância magnética;Biopsia de mama;dirigida por ressonância magnética;;;;
5326;MEN1;Neoplasia Endócrina Múltipla, Tipo 1, sangue total;Neoplasia Endócrina Múltipla;;Tipo 1;;;sangue total
5329;MUTKRAS;Gene K-ras, análise de mutação, fragmento de tecido;Gene K-ras;;análise de mutação;;;fragmento de tecido
5331;RASTF210;IgE Específico, f210 - abacaxi, soro;IgE Específico;;f210 - abacaxi;;;soro
5332;RASTM6;IgE Específico, m6 - Alternaria alternata, soro;IgE Específico;;m6 - Alternaria alternata;;;soro
5334;RASTM2;IgE Específico, m2 - Cladosporium herbaru, soro;IgE Específico;;m2 - Cladosporium herbaru;;;soro
5340;HCISTEINTE;Homocisteína, para regionais, plasma;Homocisteína;;para regionais;;;plasma
5341;MIFTE;Parasitológico de fezes, MIF, fezes;Parasitológico de fezes;;MIF;;;fezes
5344;DENGUEGTE;Dengue, Anticorpo IgG, prova rápida, soro;Dengue;;Anticorpo IgG, prova rápida;;;soro
5345;DENGUEMTE;Dengue, Anticorpo IgM, prova rápida, soro;Dengue;;Anticorpo IgM, prova rápida;;;soro
5346;RMTRACT;Ressonância magnética, Tractografia;;Ressonância magnética;Tractografia;;;
5347;ORLDEG;Videoendoscopia da deglutição;;Videoendoscopia da deglutição;;;;
5348;FISHSMDLMA;Síndrome mielodisplásica, Hibridação in situ, Vários Materiais;Síndrome mielodisplásica;;Hibridação in situ;;;
5349;FISHCHIC2;Genes FIP, CHIC, PDGFRA, Hibridação in situ por fluorescência, Vários Materiais;Genes FIP, CHIC, PDGFRA;;Hibridação in situ por fluorescência;;;
5351;HEPATOTE;Hepatograma, para regionais, soro;Hepatograma;;para regionais;;;soro
5352;PVREUTE;Prova de atividade reumática, para regionais, soro;Prova de atividade reumática;;para regionais;;;soro
5354;GALACTOASP;Aspergillus, pesquisa do antígeno galactomanana, Vários Materiais;Aspergillus;;pesquisa do antígeno galactomanana;;;
5355;METECETE;Metiletilcetona, urina;Metiletilcetona;;;;;urina
5356;DENGUEGMTE;Dengue, Anticorpos IgG e IgM, prova rápida, soro;Dengue;;Anticorpos IgG e IgM, prova rápida;;;soro
5357;RMPERF;Perfusão, por Ressonância magnética;;Perfusão;por Ressonância magnética;;;
5358;FSHPED;Hormônio Folículo Estimulante, pediátrico, soro;Hormônio Folículo Estimulante;;pediátrico;;;soro
5403;INSPSTE;Insulina, após sobrecarga, simplificada, soro;Insulina;;após sobrecarga, simplificada;;;soro
